id,category,question,ground_truth,response,expected_keywords,alt_keywords,missing_expected,answer_relevance,faithfulness,oos_score,oos_verdict,latency,passed,is_oos,error
11,loan,ใครมีสิทธิ์กู้กยศ.,นิสิตที่มีรายได้ครอบครัวตามเกณฑ์,สวัสดีค่ะ นิสิตผู้ขาดแคลนทุนทรัพย์และมีคุณสมบัติตามที่กำหนด สามารถยื่นกู้ยืมเงิน กยศ. ได้ค่ะ 😊,,"รายได้, เกณฑ์, นิสิต",,1.0,0.0,1.0,✅ Correctly answered,1.036,True,False,
12,loan,กยศ.ผิดนัดทำยังไง,อาจมีค่าปรับ ติดต่อกยศ.,"ขออภัยค่ะ จากข้อมูลที่ให้มา ไม่มีรายละเอียดเกี่ยวกับขั้นตอนการดำเนินการเมื่อ กยศ. ผิดนัดนะคะ 😥

หากนิสิตมีข้อสงสัยเพิ่มเติมเกี่ยวกับเรื่องนี้ แนะนำให้ติดต่อสอบถามโดยตรงกับเจ้าหน้าที่ กยศ. ของมหาวิทยาลัยนเรศวรได้ที่:
*   งานส่งเสริมการจัดการศึกษา กองบริการการศึกษา อาคารเฉลิมพระเกียรติ 72 พรรษา (ตึก QS)
*   โทรศัพท์ 0-5596-8316 และ 0-5596-8319 (กยศ.) ค่ะ",,"ค่าปรับ, ติดต่อ, ผ่อน, ดอกเบี้ย",,1.0,0.018,0.0,❌ Incorrectly rejected,1.856,False,False,
13,loan,ดอกเบี้ยกยศ.เท่าไร,ดอกเบี้ยต่ำตามที่กยศ.กำหนด,สวัสดีค่ะ จากข้อมูลที่ให้มา ยังไม่มีรายละเอียดเกี่ยวกับอัตราดอกเบี้ยของกองทุน กยศ. นะคะ หากต้องการทราบข้อมูลเพิ่มเติม แนะนำให้ติดต่อภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศโดยตรงค่ะ 😊,,"ดอกเบี้ย, ต่ำ, %",,1.0,0.031,0.0,❌ Incorrectly rejected,1.653,False,False,
14,loan,กยศ.กู้ได้กี่บาท,ตามวงเงินที่กยศ.กำหนด,"สวัสดีค่ะ จากข้อมูลที่ให้มา ไม่ได้ระบุจำนวนเงินกู้ยืมสูงสุดที่สามารถกู้ได้ค่ะ 😥

หากต้องการทราบรายละเอียดเพิ่มเติมเกี่ยวกับวงเงินกู้ยืม หรือมีข้อสงสัยอื่นๆ แนะนำให้ติดต่อภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศโดยตรงนะคะ 😊",,"กู้, เพดาน, วงเงิน, บาท",,1.0,0.0,0.0,❌ Incorrectly rejected,5.642,False,False,
15,loan,ใช้คืนกยศ.เมื่อไหร่,หลังจบการศึกษา 2 ปี,,,"จบ, ทำงาน, หลัง",,0.0,0.0,0.0,ERROR,35.011,False,False,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing detail"
16,loan,เว็บไซต์กยศ.มหาวิทยาลัยนเรศวร,acad.nu.ac.th/studentloan,,,"acad.nu.ac.th, studentloan",,0.0,0.0,0.0,ERROR,36.353,False,False,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing detail"
17,loan,ติดต่อกยศ.มหาวิทยาลัยที่ไหน,กองบริการการศึกษา ม.นเรศวร,,,"กองบริการ, ม.นเรศวร, acad",,0.0,0.0,0.0,ERROR,36.008,False,False,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing detail"
18,loan,ถามเรื่องกยศ.ติดต่อใคร,กองบริการการศึกษา หรือเว็บกยศ.,,,"กองบริการ, acad, กยศ",,0.0,0.0,0.0,ERROR,35.766,False,False,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing detail"
19,loan,ลืมรหัสเข้าระบบ DSL ทำยังไง,ติดต่อกยศ.หรือรีเซ็ตรหัส,,,"ติดต่อ, รีเซ็ต, DSL",,0.0,0.0,0.0,ERROR,36.145,False,False,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing detail"
20,loan,กยศ.ใช้คืนช้าทำไง,ติดต่อกยศ.เพื่อขอผ่อนผัน,,,"ติดต่อ, ผ่อน, ค่าปรับ",,0.0,0.0,0.0,ERROR,35.163,False,False,"Error calling model 'gemini-2.5-flash-lite' (RESOURCE_EXHAUSTED): 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing detail"
