id,category,question,ground_truth,response,expected_keywords,alt_keywords,missing_expected,answer_relevance,faithfulness,oos_score,oos_verdict,latency,passed,is_oos,error
11,graduation,ค่าจบบัณฑิตศึกษาเท่าไร,"2,500 บาท","สวัสดีค่ะ ค่าธรรมเนียมการขึ้นทะเบียนปริญญาบัตรสำหรับระดับบัณฑิตศึกษาคือ 2,500 บาทค่ะ 😊","2,500",,,1.0,0.062,1.0,✅ Correctly answered,1.202,True,False,
12,graduation,ยื่นสำเร็จการศึกษาช้าค่าปรับเท่าไร,50 บาท/วันทำการ,หากพ้นกำหนด 4 สัปดาห์หลังเปิดภาคเรียน นิสิตจะต้องชำระค่าปรับการยื่นขอสำเร็จการศึกษาล่าช้ากว่ากำหนด วันละ 50 บาทค่ะ โดยค่าปรับจะนับตั้งแต่วันที่พ้นกำหนดจนถึงวันที่ยื่นคำร้องค่ะ,50,"บาท, วัน",,1.0,0.032,1.0,✅ Correctly answered,1.28,True,False,
13,graduation,NU25 ใช้ทำอะไร,แบบขอสำเร็จการศึกษา,สวัสดีค่ะ NU25 คือแบบขอสำเร็จการศึกษาค่ะ ใช้สำหรับยื่นในภาคที่คาดว่าจะจบ โดยต้องยื่นภายใน 4 สัปดาห์หลังเปิดเทอมนะคะ 😊,สำเร็จการศึกษา,,,1.0,0.048,1.0,✅ Correctly answered,1.448,True,False,
14,graduation,NU9 ใช้ทำอะไร,ยื่นสำเร็จการศึกษาล่าช้า,สวัสดีค่ะ 😊 NU9 ใช้สำหรับยื่นคำร้องขอสำเร็จการศึกษาล่าช้ากว่ากำหนดค่ะ โดยจะคิดค่าธรรมเนียม 50 บาทต่อวันทำการค่ะ,,"สำเร็จการศึกษา, ล่าช้า",,1.0,0.136,1.0,✅ Correctly answered,2.059,True,False,
15,graduation,ฟอร์มยื่นจบคืออะไร,NU25,ฟอร์มยื่นจบคือแบบฟอร์ม NU25 ค่ะ นิสิตต้องยื่นใบรายงานคาดว่าจะสำเร็จการศึกษา (NU25) ผ่านอาจารย์ที่ปรึกษาต่อมหาวิทยาลัย ภายใน 1 เดือน หรือ 4 สัปดาห์ นับจากวันเปิดภาคการศึกษาค่ะ 😊,NU25,,,1.0,0.04,1.0,✅ Correctly answered,1.551,True,False,
16,graduation,ยื่นจบช้าใช้ฟอร์มอะไร,NU9,หากนิสิตยื่นจบช้ากว่ากำหนด 4 สัปดาห์หลังเปิดภาคเรียน จะต้องทำคำร้องขอยื่นสำเร็จการศึกษาล่าช้ากว่ากำหนด (NU9) ค่ะ,NU9,,,1.0,0.056,1.0,✅ Correctly answered,1.492,True,False,
17,graduation,GPA ขั้นต่ำจบการศึกษาเท่าไร,GPA ≥ 2.00,"ขออภัยค่ะ ข้อมูลที่ให้มาไม่มีรายละเอียดเกี่ยวกับเกรดเฉลี่ย (GPA) ขั้นต่ำสำหรับการจบการศึกษาค่ะ 😥

หากต้องการข้อมูลส่วนนี้ แนะนำให้ติดต่อสอบถามโดยตรงกับภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศ คณะวิทยาศาสตร์ มหาวิทยาลัยนเรศวร นะคะ",2.00,,2.00,0.5,0.029,0.0,❌ Incorrectly rejected,1.503,False,False,
18,graduation,ต้องยื่นจบก่อนเปิดเทอมกี่สัปดาห์,ภายใน 4 สัปดาห์หลังเปิดเทอม,สวัสดีค่ะ จากข้อมูลที่ให้มา การยื่นใบรายงานคาดว่าจะสำเร็จการศึกษา (NU25) จะต้องยื่นภายในระยะเวลา 1 เดือน หรือ 4 สัปดาห์ นับจากวันเปิดภาคการศึกษาค่ะ 😊,4,สัปดาห์,,1.0,0.036,1.0,✅ Correctly answered,1.633,True,False,
19,graduation,GPA 1.65 หลังเรียน 3 ภาคเป็นยังไง,พ้นสภาพ GPA < 1.75,สวัสดีค่ะ จากข้อมูลที่ให้มา GPA 1.65 ถือว่าต่ำกว่า 2.00 นะคะ ดังนั้นจึงยังไม่สำเร็จการศึกษาค่ะ 😊,,"พ้นสภาพ, ต่ำ, ไม่ถึง",,1.0,0.043,1.0,✅ Correctly answered,1.349,True,False,
20,graduation,เงื่อนไขจบหลักสูตรปริญญาตรีคืออะไร,เรียนครบหน่วยกิต + GPA ≥ 2.00,"สวัสดีค่ะ น้องซีทีขอตอบคำถามเกี่ยวกับเงื่อนไขการจบหลักสูตรปริญญาตรีนะคะ 😊

นิสิตที่จะสำเร็จการศึกษาระดับปริญญาตรีต้องมีคุณสมบัติครบถ้วน ดังนี้ค่ะ
1. เรียนรายวิชาครบตามหลักสูตรและเงื่อนไขของสาขาวิชา โดยไม่มีรายวิชาที่ติด I หรือ P
2. มีค่าระดับขั้นสะสมเฉลี่ยตลอดหลักสูตรไม่น้อยกว่า 2.00
3. สอบผ่านเกณฑ์การทดสอบความรู้ภาษาอังกฤษและคอมพิวเตอร์/เทคโนโลยีสารสนเทศตามที่มหาวิทยาลัยกำหนดค่ะ",,"2.00, หน่วยกิต, ครบ",,1.0,0.038,1.0,✅ Correctly answered,1.706,True,False,
