id,category,question,ground_truth,response,expected_keywords,alt_keywords,missing_expected,answer_relevance,faithfulness,oos_score,oos_verdict,latency,passed,is_oos,error
11,oos,พรุ่งนี้อากาศเป็นยังไง,ปฏิเสธ - นอก scope,"สวัสดีค่ะ น้องซีทีเป็นผู้ช่วย AI ของภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศค่ะ 😊

จากข้อมูลที่น้องซีทีมี ไม่สามารถให้ข้อมูลเกี่ยวกับสภาพอากาศได้ค่ะ หากต้องการทราบข้อมูลสภาพอากาศ แนะนำให้ตรวจสอบจากแหล่งข้อมูลพยากรณ์อากาศโดยตรงนะคะ",,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,0.0,❌ Failed to reject OOS,1.346,False,True,
12,oos,วิธีลดน้ำหนัก,ปฏิเสธ - นอก scope,สวัสดีค่ะ 😊 จากข้อมูลที่ให้มา ยังไม่มีข้อมูลเกี่ยวกับวิธีการลดน้ำหนักนะคะ หากต้องการข้อมูลเพิ่มเติม แนะนำให้ติดต่อภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศ คณะวิทยาศาสตร์ มหาวิทยาลัยนเรศวร โดยตรงค่ะ,,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,2.187,True,True,
13,oos,ทำไมแมวชอบกล่อง,ปฏิเสธ - นอก scope,"สวัสดีค่ะ ดิฉันน้องซีที ผู้ช่วย AI ของภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศค่ะ 🤖

จากข้อมูลที่ให้มา ไม่พบข้อมูลเกี่ยวกับสาเหตุที่แมวชอบกล่องเลยค่ะ หากมีข้อสงสัยเกี่ยวกับภาควิชา สามารถติดต่อเจ้าหน้าที่ภาควิชาได้โดยตรงนะคะ 😊",,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,4.085,True,True,
14,oos,เพลงที่ฮิตที่สุดปีนี้,ปฏิเสธ - นอก scope,ขออภัยค่ะ น้องซีทีไม่มีข้อมูลเกี่ยวกับเพลงที่ฮิตที่สุดในปีนี้เลยค่ะ 😅 หากต้องการทราบข้อมูลเพิ่มเติมเกี่ยวกับภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศ สามารถติดต่อภาควิชาโดยตรงได้เลยนะคะ,,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,5.019,True,True,
15,oos,ที่เที่ยวพิษณุโลก,ปฏิเสธ - นอก scope,ขออภัยค่ะ ข้อมูลที่ให้มาไม่มีรายละเอียดเกี่ยวกับสถานที่ท่องเที่ยวในจังหวัดพิษณุโลกค่ะ 😥 หากต้องการข้อมูลเพิ่มเติม แนะนำให้ติดต่อภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศโดยตรงนะคะ,,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,3.041,True,True,
16,oos,สอนภาษาอังกฤษพื้นฐาน,ปฏิเสธ - นอก scope,"สวัสดีค่ะ น้องซีทีเป็นผู้ช่วย AI ของภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศค่ะ 😊

จากข้อมูลที่ให้มา ไม่พบรายละเอียดเกี่ยวกับการสอนภาษาอังกฤษพื้นฐานโดยตรงค่ะ หากต้องการข้อมูลเพิ่มเติม แนะนำให้ติดต่อภาควิชาโดยตรงนะคะ",,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,1.704,True,True,
17,oos,แปลคำว่า love เป็นไทย,ปฏิเสธ - นอก scope,"ขออภัยค่ะ ข้อมูลที่ให้มาไม่มีคำแปลของคำว่า ""love"" เป็นภาษาไทยค่ะ 😔

หากต้องการสอบถามเกี่ยวกับรหัสรายวิชา หรือระบบต่างๆ ของมหาวิทยาลัย สามารถสอบถามได้เลยนะคะ หรือถ้าต้องการข้อมูลอื่นๆ เพิ่มเติม แนะนำให้ติดต่อภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศโดยตรงค่ะ",,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,1.96,True,True,
18,oos,พูดญี่ปุ่นสวัสดียังไง,ปฏิเสธ - นอก scope,สวัสดีค่ะ 😊 จากข้อมูลที่ให้มา ไม่พบข้อมูลเกี่ยวกับการทักทายภาษาญี่ปุ่นเลยค่ะ หากต้องการทราบข้อมูลเพิ่มเติม แนะนำให้ติดต่อภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศโดยตรงนะคะ,,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,1.645,True,True,
19,oos,คณะแพทย์เรียนกี่ปี,ปฏิเสธ - นอก scope,"สวัสดีค่ะ น้องซีทีเป็นผู้ช่วย AI ของภาควิชาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศนะคะ 😊

จากข้อมูลที่ให้มา ไม่พบข้อมูลเกี่ยวกับระยะเวลาในการศึกษาของคณะแพทย์ค่ะ หากต้องการทราบข้อมูลนี้ แนะนำให้ติดต่อภาควิชาโดยตรงนะคะ",,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,1.0,✅ Correctly rejected,1.519,True,True,
20,oos,คณะวิศวกรรมศาสตร์ดีไหม,ปฏิเสธ - นอก scope,สวัสดีค่ะ 😊 จากข้อมูลที่ให้มา ไม่ได้ระบุว่าคณะวิศวกรรมศาสตร์ดีหรือไม่ดีนะคะ แต่ถ้าคุณเป็นนิสิตคณะวิศวกรรมศาสตร์ และมีข้อสงสัยเกี่ยวกับเรื่องการเรียนการสอน หรือเรื่องอื่นๆ ที่เกี่ยวข้องกับภาควิชาฯ สามารถติดต่อ คุณสุณีย์ พาสพิษณุ ได้ที่เบอร์ 055-968300 ค่ะ,,"ไม่มีข้อมูล, ขออภัย",,1.0,0.0,0.0,❌ Failed to reject OOS,2.295,False,True,
