id,category,question,ground_truth,response,expected_keywords,alt_keywords,missing_expected,answer_relevance,faithfulness,oos_score,oos_verdict,latency,passed,is_oos,error
11,coop,Resume ควรมีอะไรบ้าง,รูปถ่าย ข้อมูลส่วนตัว การศึกษา ทักษะ ประสบการณ์ จุดมุ่งหมาย บุคคลอ้างอิง,สวัสดีค่ะ 😊 Resume ที่ดีควรประกอบด้วย รูปถ่าย ข้อมูลส่วนตัว ข้อมูลทางการศึกษา ทักษะความสามารถ ประสบการณ์การทำงาน จุดมุ่งหมายในการทำงาน และบุคคลอ้างอิงค่ะ,,"รูปถ่าย, ข้อมูลส่วนตัว, การศึกษา, ทักษะ, ประสบการณ์",,1.0,0.417,1.0,✅ Correctly answered,1.238,True,False,
12,coop,Resume กี่หน้า,ไม่ควรเกิน 2 หน้า,สวัสดีค่ะ 😊 จากข้อมูลที่ให้มา Resume ไม่ควรเกิน 2 หน้าค่ะ ทั้งนี้ขึ้นอยู่กับประสบการณ์ของแต่ละบุคคลด้วยนะคะ,2,"หน้า, ไม่เกิน",,1.0,0.158,1.0,✅ Correctly answered,1.303,True,False,
13,coop,รูปถ่ายใน Resume อายุไม่เกินกี่เดือน,ไม่เกิน 6 เดือน,สวัสดีค่ะ รูปถ่ายใน Resume ควรเป็นรูปที่ถ่ายไว้ไม่เกิน 6 เดือนค่ะ 😊,6,เดือน,,1.0,0.214,1.0,✅ Correctly answered,5.581,True,False,
14,coop,Resume ควรเป็นภาษาอะไร,ภาษาอังกฤษ,Resume ที่ดีควรเป็นภาษาอังกฤษค่ะ เพื่อเพิ่มมูลค่าและสร้างภาพลักษณ์ที่น่าสนใจค่ะ 😊,,"อังกฤษ, English",,1.0,0.0,1.0,✅ Correctly answered,1.341,True,False,
15,coop,CV ย่อมาจากอะไร,Curriculum Vitae,CV ย่อมาจาก Curriculum Vitae ค่ะ 😊,,"Curriculum, Vitae",,1.0,0.5,1.0,✅ Correctly answered,1.244,True,False,
16,coop,ก่อนส่ง Resume ต้องตรวจอะไร,ตรวจการสะกดคำ การเว้นวรรค การเยื้อง การตัดคำ,ก่อนส่ง Resume ต้องตรวจการสะกดคำ การเว้นวรรค การเยื้อง และการตัดคำค่ะ การตรวจทาน Resume แสดงถึงความรอบคอบของผู้สมัครนะคะ 😊,,"สะกด, วรรค, เยื้อง, ตัดคำ",,1.0,0.235,1.0,✅ Correctly answered,1.351,True,False,
17,coop,เบอร์หน่วยสหกิจคืออะไร,055-963141,เบอร์โทรหน่วยสหกิจคือ 055-963141 ค่ะ 😊,055-963141,,,1.0,0.333,1.0,✅ Correctly answered,1.346,True,False,
18,coop,อีเมลหน่วยสหกิจ,CoopSC@nu.ac.th,อีเมลหน่วยสหกิจคือ CoopSC@nu.ac.th ค่ะ 😊,CoopSC,nu.ac.th,,1.0,0.571,1.0,✅ Correctly answered,1.549,True,False,
19,coop,ผู้ติดต่อหน่วยสหกิจชื่ออะไร,นายนิพิฐทภัทร ทัดหล่อ,ผู้ติดต่อหน่วยสหกิจชื่อ นายนิพิฐทภัทร ทัดหล่อ ค่ะ,,"นิพิฐทภัทร, ทัดหล่อ",,1.0,0.5,1.0,✅ Correctly answered,1.45,True,False,
20,coop,ใครพิจารณาฟอร์ม Coop01,กรรมการสหกิจประจำภาควิชา หัวหน้าภาควิชา และคณบดี,"สวัสดีค่ะ ฟอร์ม Coop01 จะได้รับการพิจารณาโดย 3 ท่านค่ะ คือ 1) คณะกรรมการสหกิจศึกษาประจำภาควิชา, 2) หัวหน้าภาควิชา และ 3) คณบดีคณะวิทยาศาสตร์ ค่ะ 😊",,"กรรมการ, หัวหน้าภาควิชา, คณบดี",,1.0,0.143,1.0,✅ Correctly answered,1.476,True,False,
